Stimuli,Dosage ,Time point,Cell line,Experiment Type,lncRNA name as in article,NCBI_Gene_symbol,Ensembl_id,Foldchange,Expression,PubMed_ID,Reference
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,OR6W1P,OR6W1P,,3.0792532,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,PCBP1-AS1,PCBP1-AS1,ENSG00000179818,2.1980195,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,PI4KAP2,PI4KAP2,ENSG00000183506,0.369033158,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,PMS2P1,PMS2P1,ENSG00000078319,2.0786304,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,PMS2P3,PMS2P3,ENSG00000127957,0.280933875,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,PPP2R3B-AS1,LINC00685,,0.332434806,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,PPP2R3B-AS1,LINC00685,,0.424375555,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,PRSS30P,PRSS30P,ENSG00000172460,3.3169549,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RBM26-AS1,RBM26-AS1,ENSG00000227354,2.21036,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RNASEK-C17ORF49,RNASEK-C17orf49 ,ENSG00000161939,0.477406271,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-1021N1.2,,ENST00000566734.1,2.13434,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-1023L17.1,,ENSG00000215158,2.7670844,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-1035H13.2,,ENSG00000260017,2.300095,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-1078H9.5,,ENSG00000259163,2.4075413,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-107I14.1,LBX1-AS1 ,ENSG00000227128,2.048066,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-10J21.4,,ENSG00000253307,2.8177304,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-118G23.2,,ENSG00000264643,0.47367093,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-132N15.2,,ENSG00000236412,2.2424219,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-13N13.2,,ENSG00000264188,2.1671383,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-145F16.2,, ENST00000565554.1,2.4532933,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-152P17.2,ZFPM2-AS1 ,ENSG00000251003,2.0222478,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-153K11.3,LINC02640 ,ENSG00000233590,0.396778476,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-156E6.1,,ENSG00000259623,2.0433607,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-160C18.2,,ENSG00000261303,0.451484982,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-160C18.2,,ENSG00000261303,2.0679073,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-167N24.5,,ENSG00000258313,2.078271,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-16E18.3,,ENSG00000261542,2.4817438,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-173C20.2,LINC00944 ,ENSG00000256128,0.442230012,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-17M16.2,,ENSG00000265778,0.371707181,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-190J1.7,,ENST00000437697.1,2.0954494,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-191G24.1,EPS15-AS1 ,ENSG00000227070,2.7810225,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-203H2.1,,ENSG00000232234,2.439741,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-206L10.9,LINC01409 ,ENSG00000237491,2.4874701,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-20G13.2,,ENSG00000259760,5.3753304,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-20G13.3,LINC02244,ENSG00000259590,21.451122,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-211N8.2,,ENSG00000226007,2.2910829,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-219B17.1,RORA-AS1, ENSG00000245534,2.1028678,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-226P1.2,LINC02311 ,ENSG00000258718,2.257521,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-230G5.2,,ENSG00000250748,0.271641804,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-231P20.2,,ENSG00000236155,0.405144837,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-23J18.1,,ENSG00000258352,0.493470351,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-242O24.3,,ENSG00000225750,2.4165678,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-244N9.6,,ENSG00000228174,0.454046994,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-245J24.1,,ENSG00000238276,2.198909,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-245J9.4,PSMD6-AS1, ENSG00000243410,2.1288884,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-250B2.3,,ENSG00000233967,2.826362,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-257A22.1,,ENSG00000251055,2.979853,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-25K19.1,,ENSG00000167912,0.391140389,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-269G24.6,,ENSG00000265971,0.479987774,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-270M14.4,,ENSG00000259103,2.3765779,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-277L2.2,,ENST00000440084.1,2.0198503,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-27M24.1,,ENSG00000256013,2.5046878,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-286H14.8,,ENSG00000243230,2.1591494,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-288D9.1,,ENST00000551672.1,2.6531773,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-293B20.1,BMS1P8, ENSG00000260518,2.095786,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-293E1.1,, ENSG00000265964,0.384280558,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-2E11.5,,ENSG00000259920,2.2530634,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-305O6.3,,ENSG00000250280,2.15554,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-308D16.4,,ENSG00000234062,2.2504413,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-314N14.1,LINC02377 ,ENSG00000250102,2.091164,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-322M19.1,NUTM2A-AS1 ,ENSG00000223482,2.1865659,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-323C15.2,,ENSG00000236028,2.3747857,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-325N19.3,GPR176-DT, ENSG00000246863,3.6921067,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-326C3.7,,ENSG00000254910,0.459781763,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-338C15.5,,ENSG00000235862,0.497787781,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-353N4.1,,ENST00000428508.1,2.6053295,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-358M11.2,LINC00926 ,ENSG00000247982,3.9381526,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-361M10.5,ADPGK-AS1 ,ENSG00000260898,0.447033044,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-367J11.3,LINC02447 ,ENSG00000245468,0.364359757,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-368J21.1,SMG1P1, ENSG00000237296,0.380480918,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-379K22.2,,ENSG00000259175,3.1060781,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-383B4.4,,ENSG00000225527,2.2758243,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-384E22.1,,ENSG00000265781,0.455925707,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-384P7.5,,ENSG00000227301,2.144558,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-384P7.6, LINC01251 ,ENSG00000233776,2.8089125,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-389K14.3,LINC01508 ,ENSG00000231107,0.31891412,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-395B7.7,,ENSG00000260336,2.3393404,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-395I6.3,,ENSG00000260296,2.319329,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-398A8.3,LINC00877 ,ENSG00000241163,0.3681898,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-403H13.1,,ENSG00000224972,2.1622381,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-405O10.2,,ENSG00000225092,0.498370081,Downregulation,31388922,"Figure 1B, Supplementary Table S3"
Coxsackie virus B3 (CG strain of CVB3),MOI = 0.5 , 23 hrs,HeLa Human papillomavirus-related endocervical adenocarcinoma cells,Microarray,RP11-408H20.1,,ENST00000568243.1,2.140281,Upregulation,31388922,"Figure 1B, Supplementary Table S3"
