level_0,index,Accession,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
185,185,NP_031389.3,False,High,Master Protein,7174373993236338688,3884,NONO#4841#non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],0,196.235,0,58,24,538,1,22,1,471,54.2,8.95,2642,763.07,58,58,251,287,24,24,1,7120.1,9901.9,7159.6,7497.2,10390.0,7548.5,7250.2,10050.1,7434.3,7476.1,10376.0,7757.6,6727.201151211581,8759.952836418994,6606.720288619833,7102.022172921521,9349.549224902008,6873.127228382932,7330.436851285985,9517.543463143254,7109.69334310536,7476.1,9626.331259537505,7289.091315460976
186,186,NP_001029249.1,False,High,Master Protein,1603503262744250368,2554,H4C15#554313#histone H4 [Homo sapiens],0,195.959,0,61,12,2235,12,12,1,103,11.4,11.36,13331,3212.72,61,61,1073,1162,12,11,0,57375.3,47666.9,56537.6,62004.1,51655.2,60803.5,71093.5,59550.6,70527.8,70370.4,58512.7,70134.4,54209.23641677924,42169.663989567714,52171.64492288293,69640.50831019781,55399.57473780853,65204.05990314431,60624.91857904568,47317.6719054242,57268.89304994459,70370.4,54285.1419708886,65898.7374903406
187,187,NP_006817.1,False,High,Master Protein,8117017983706301440,4104,YWHAQ#10971#14-3-3 protein theta [Homo sapiens],0,194.79,0,69,20,709,15,15,1,245,27.7,4.78,3286,1066.65,69,69,321,388,20,18,3,10357.3,9813.3,8358.0,10217.4,9795.8,8158.2,9477.8,9173.2,7681.5,9355.4,9180.3,7691.0,9785.767121731957,8681.570725782982,7712.577263015331,9284.095025035942,8533.774285815176,7101.667514738911,9990.130379919092,8973.23890820584,7683.950484430304,9355.4,8517.020900340414,7226.513523152827
188,188,NP_001349.2,False,High,Master Protein,5211801014996620288,3442,DHX15#1665#pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Homo sapiens],0,194.716,0,47,29,286,28,28,1,795,90.9,7.46,1205,383.45,47,44,136,150,29,28,1,4665.7,3909.7,4681.6,4572.6,4150.5,4839.5,4686.5,4222.8,4900.9,4478.3,4066.4,4735.5,4408.238986981626,3458.809683449372,4320.076778479609,4590.718450994002,3928.446131572442,4530.95909952274,4470.889871710811,3801.9792246175243,4558.171945944014,4478.3,3772.6015260007043,4449.5065386673
189,189,NP_001753.1,False,High,Master Protein,3269209104434095104,2938,CCT6A#908#T-complex protein 1 subunit zeta isoform a [Homo sapiens],0,193.951,0,43,19,299,1,19,1,531,58.0,6.68,1944,481.72,43,38,147,152,19,16,0,4433.5,6609.3,7874.3,4491.8,6688.1,7998.8,4164.4,6306.9,7491.6,3887.8,5798.2,7035.6,4188.852165544943,5847.075438223377,7266.229617391914,4079.289004015666,5867.272167096295,6926.101979225155,4391.887137678918,6126.494940890125,7533.816667262523,3887.8,5379.27851860547,6610.695428877133
190,190,NP_001091.1,False,High,Master Protein,3249429330709182976,2932,"ACTA1#58#actin, alpha skeletal muscle [Homo sapiens]",0,193.39,0,38,16,1905,0,4,1,377,42.0,5.39,7958,2641.91,38,38,862,1043,16,16,0,4021.1,3488.1,4583.7,4236.8,3578.2,4746.5,5034.0,4206.4,5455.5,5107.9,4111.3,5647.2,3799.2090769984816,3085.8311524771098,4229.736827049936,4931.116330375291,3913.189307532045,5043.695518669288,4142.559202305989,3277.735709318498,4470.578188123414,5107.9,3814.257489141918,5306.145776615348
191,191,NP_057212.1,False,High,Master Protein,-2770447616449315328,1504,COPG1#22820#coatomer subunit gamma-1 [Homo sapiens],0,193.057,0,48,28,233,13,25,1,874,97.7,5.47,1211,367.48,48,48,113,120,28,28,3,2756.5,2774.9,3691.9,2609.9,2680.7,3744.7,2478.1,2518.1,3496.4,2556.2,2508.2,3477.7,2604.3917885022297,2454.881702075265,3406.8035411972123,2427.4531939417975,2342.573696105088,3232.476768669287,2551.8469746266996,2455.599495827538,3527.014461406457,2556.2,2326.9818875454866,3267.6694941449205
192,192,NP_002799.3,False,High,Master Protein,-5903683586191117312,760,PSMD2#5708#26S proteasome non-ATPase regulatory subunit 2 isoform 1 [Homo sapiens],0,192.97,0,36,24,191,2,24,1,908,100.1,5.2,1139,336.57,36,35,92,99,24,23,0,3814.8,2651.9,2939.3,3950.8,2758.2,3107.3,3701.5,2644.8,3027.9,3631.0,2577.8,2933.6,3604.2930508900076,2346.06680807719,2712.3209319431635,3625.8496418125033,2460.4419647586424,2799.341153144301,3862.920812044586,2526.5917593880386,2926.667566408066,3631.0,2391.5532691630474,2756.429602330143
193,193,NP_003671.1,False,High,Master Protein,4445993330794884096,3240,"YARS1#8565#tyrosine--tRNA ligase, cytoplasmic [Homo sapiens]",0,192.201,0,61,29,281,13,29,1,528,59.1,7.05,1140,399.91,61,56,139,142,29,26,0,5654.1,5405.5,5310.6,6100.1,5748.7,5462.7,5958.7,5562.7,5316.7,5298.9,5028.4,4758.4,5342.097446533813,4782.1049553381545,4900.504045581385,5836.917536314511,5174.947261555845,4915.372736524425,5964.413092425124,5265.977103616133,5145.1443101784,5298.9,4665.096771921587,4471.023527313796
194,194,NP_036450.1,False,High,Master Protein,-2326963864063356928,1607,LETM1#3954#mitochondrial proton/calcium exchanger protein precursor [Homo sapiens],0,191.286,0,34,20,217,0,20,1,739,83.3,6.7,1417,367.61,34,26,116,101,19,16,0,4019.6,4178.4,4369.1,4072.4,4211.2,4220.2,4618.2,4763.1,5021.6,4911.7,5011.6,5335.3,3797.791849469821,3696.5215697687436,4031.708700626978,4523.814349809132,4431.084060171616,4642.548147108367,3981.8160157361476,3857.5821974965224,3974.8728683279114,4911.7,4649.510576358728,5013.082512037092
195,195,NP_000393.4,False,High,Master Protein,3811173603693887488,3069,G6PD#2539#glucose-6-phosphate 1-dehydrogenase isoform a [Homo sapiens],0,190.751,0,60,28,219,0,28,1,545,62.4,8.05,731,313.88,60,55,104,115,28,26,0,4063.1,4530.4,5440.7,4407.6,4746.2,5642.9,4247.4,4671.3,5479.2,3895.4,4169.6,5006.5,3838.8914478009824,4007.926794868925,5020.557443752992,4160.5926701700455,4345.683057311346,5065.60654126895,4309.560031175387,4347.657823365786,5314.868989310357,3895.4,3868.3452987439846,4704.139897759021
196,196,NP_000998.1,False,High,Master Protein,3114131480513419264,2905,"RPS4X#6191#40S ribosomal protein S4, X isoform [Homo sapiens]",0,189.596,0,67,22,604,13,22,1,263,29.6,10.15,3137,909.61,67,63,290,314,22,20,0,13623.1,12328.6,13153.9,13910.3,12854.0,13536.5,13274.7,12358.4,12908.3,12576.9,11641.3,12167.4,12871.354897132132,10906.791074346864,12138.127549650317,13003.394904813842,11496.947208587872,11933.926287900056,13600.887762423761,11774.63942976356,12749.601104715599,12576.9,10800.213000352154,11432.568019972656
