level_0,index,Accession,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
185,185,NP_031389.3,False,High,Master Protein,7174373993236338688,3884,NONO#4841#non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],0,196.235,0,58,24,538,1,22,1,471,54.2,8.95,2642,763.07,58,58,251,287,24,24,1,7120.1,9901.9,7159.6,7497.2,10390.0,7548.5,7250.2,10050.1,7434.3,7476.1,10376.0,7757.6,6864.828332712829,9475.203862168344,7088.313757811128,7386.70134104049,10094.686448663677,7548.5,7039.586510968651,9676.471775023412,7400.373437075496,7217.126679774678,9940.032243420415,7682.234870607785
186,186,NP_001029249.1,False,High,Master Protein,1603503262744250368,2554,H4C15#554313#histone H4 [Homo sapiens],0,195.959,0,61,12,2235,12,12,1,103,11.4,11.36,13331,3212.72,61,61,1073,1162,12,11,0,57375.3,47666.9,56537.6,62004.1,51655.2,60803.5,71093.5,59550.6,70527.8,70370.4,58512.7,70134.4,55318.265900464656,45612.8212744617,55974.67008123671,61090.24283999475,50187.01130346602,60803.5,69028.2810981145,57336.71307605986,70205.94510517106,67932.75789601743,56054.1754673849,69453.04389362104
187,187,NP_006817.1,False,High,Master Protein,8117017983706301440,4104,YWHAQ#10971#14-3-3 protein theta [Homo sapiens],0,194.79,0,69,20,709,15,15,1,245,27.7,4.78,3286,1066.65,69,69,321,388,20,18,3,10357.3,9813.3,8358.0,10217.4,9795.8,8158.2,9477.8,9173.2,7681.5,9355.4,9180.3,7691.0,9985.967400795857,9390.421844354782,8274.781606205011,10066.809246378261,9517.375314130859,8158.2,9202.476212195343,8832.171907408361,7646.445335390746,9031.327422046792,8794.571897096417,7616.281889997483
188,188,NP_001349.2,False,High,Master Protein,5211801014996620288,3442,DHX15#1665#pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Homo sapiens],0,194.716,0,47,29,286,28,28,1,795,90.9,7.46,1205,383.45,47,44,136,150,29,28,1,4665.7,3909.7,4681.6,4572.6,4150.5,4839.5,4686.5,4222.8,4900.9,4478.3,4066.4,4735.5,4498.424116506544,3741.221840244759,4634.98654793125,4505.206017185315,4032.5309052144935,4839.5,4550.360291254667,4065.810789103478,4878.534653936927,4323.170959462145,3895.5423202240536,4689.494589791065
189,189,NP_001753.1,False,High,Master Protein,3269209104434095104,2938,CCT6A#908#T-complex protein 1 subunit zeta isoform a [Homo sapiens],0,193.951,0,43,19,299,1,19,1,531,58.0,6.68,1944,481.72,43,38,147,152,19,16,0,4433.5,6609.3,7874.3,4491.8,6688.1,7998.8,4164.4,6306.9,7491.6,3887.8,5798.2,7035.6,4274.54901098051,6324.4897329027,7795.897679078742,4425.596900667672,6498.005046901591,7998.8,4043.426949088004,6072.431103958682,7457.411947485949,3753.125975525741,5554.577385678513,6967.249104832439
190,190,NP_001091.1,False,High,Master Protein,3249429330709182976,2932,"ACTA1#58#actin, alpha skeletal muscle [Homo sapiens]",0,193.39,0,38,16,1905,0,4,1,377,42.0,5.39,7958,2641.91,38,38,862,1043,16,16,0,4021.1,3488.1,4583.7,4236.8,3578.2,4746.5,5034.0,4206.4,5455.5,5107.9,4111.3,5647.2,3876.9344824751834,3337.789574892637,4538.061312318965,4174.355258192439,3476.4973099719314,4746.5,4887.765647322307,4050.0204848169146,5430.603726775267,4930.96151303769,3938.5557596737044,5592.337418956414
191,191,NP_057212.1,False,High,Master Protein,-2770447616449315328,1504,COPG1#22820#coatomer subunit gamma-1 [Homo sapiens],0,193.057,0,48,28,233,13,25,1,874,97.7,5.47,1211,367.48,48,48,113,120,28,28,3,2756.5,2774.9,3691.9,2609.9,2680.7,3744.7,2478.1,2518.1,3496.4,2556.2,2508.2,3477.7,2657.6732488480375,2655.3230387229664,3655.1407288763203,2571.433579200445,2604.5068299261516,3744.7,2406.1128427948765,2424.485684389852,3480.4441151676374,2467.652816152811,2402.81311420076,3443.9141241508573
192,192,NP_002799.3,False,High,Master Protein,-5903683586191117312,760,PSMD2#5708#26S proteasome non-ATPase regulatory subunit 2 isoform 1 [Homo sapiens],0,192.97,0,36,24,191,2,24,1,908,100.1,5.2,1139,336.57,36,35,92,99,24,23,0,3814.8,2651.9,2939.3,3950.8,2758.2,3107.3,3701.5,2644.8,3027.9,3631.0,2577.8,2933.6,3678.0308034483924,2537.6233977402553,2910.03416787729,3892.5705140829605,2679.804058008099,3107.3,3593.973886285959,2546.4754132378703,3014.0821234172545,3505.2215693024245,2469.4887352630253,2905.100058834562
193,193,NP_003671.1,False,High,Master Protein,4445993330794884096,3240,"YARS1#8565#tyrosine--tRNA ligase, cytoplasmic [Homo sapiens]",0,192.201,0,61,29,281,13,29,1,528,59.1,7.05,1140,399.91,61,56,139,142,29,26,0,5654.1,5405.5,5310.6,6100.1,5748.7,5462.7,5958.7,5562.7,5316.7,5298.9,5028.4,4758.4,5451.387743991181,5172.564303512557,5257.72376141569,6010.19271867912,5585.305484834733,5462.7,5785.60372719496,5355.8979057842935,5292.437143093403,5115.345241965469,4817.122025136393,4712.172116157069
194,194,NP_036450.1,False,High,Master Protein,-2326963864063356928,1607,LETM1#3954#mitochondrial proton/calcium exchanger protein precursor [Homo sapiens],0,191.286,0,34,20,217,0,20,1,739,83.3,6.7,1417,367.61,34,26,116,101,19,16,0,4019.6,4178.4,4369.1,4072.4,4211.2,4220.2,4618.2,4763.1,5021.6,4911.7,5011.6,5335.3,3875.4882608632583,3998.3429258712176,4325.598027718392,4012.3782933966404,4091.505637402548,4220.2,4484.04436083907,4586.024289471151,4998.683837297165,4741.557912955857,4801.027909707571,5283.467529281442
195,195,NP_000393.4,False,High,Master Protein,3811173603693887488,3069,G6PD#2539#glucose-6-phosphate 1-dehydrogenase isoform a [Homo sapiens],0,190.751,0,60,28,219,0,28,1,545,62.4,8.05,731,313.88,60,55,104,115,28,26,0,4063.1,4530.4,5440.7,4407.6,4746.2,5642.9,4247.4,4671.3,5479.2,3895.4,4169.6,5006.5,3917.4286876090914,4335.174418764829,5386.528390150706,4342.6378955836935,4611.299405452121,5642.9,4124.015854278261,4497.637098403684,5454.195571395297,3760.4627102893596,3994.406172143964,4957.861823205356
196,196,NP_000998.1,False,High,Master Protein,3114131480513419264,2905,"RPS4X#6191#40S ribosomal protein S4, X isoform [Homo sapiens]",0,189.596,0,67,22,604,13,22,1,263,29.6,10.15,3137,909.61,67,63,290,314,22,20,0,13623.1,12328.6,13153.9,13910.3,12854.0,13536.5,13274.7,12358.4,12908.3,12576.9,11641.3,12167.4,13134.681094279595,11797.33165706871,13022.930099289317,13705.28086009117,12488.652513101337,13536.5,12889.07879191685,11898.957103357114,12849.392738765131,12141.234137967409,11152.168210806676,12049.193637804625
