Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
False,High,Master Protein,8117017983706301440,4104,NP_006817.1,YWHAQ#10971#14-3-3 protein theta [Homo sapiens],0,194.79,0,69,20,709,15,15,1,245,27.7,4.78,3286,1066.65,69,69,321,388,20,18,3,10357.3,9813.3,8358.0,10217.4,9795.8,8158.2,9477.8,9173.2,7681.5,9355.4,9180.3,7691.0,9792.054490860368,8868.237421671316,7807.254181194964,10018.749109768354,9029.182108700723,7748.843771407968,9470.729608415835,8596.781605378934,7102.049006761975,9355.4,8574.15305435078,7251.834136680347
False,High,Master Protein,5211801014996620288,3442,NP_001349.2,DHX15#1665#pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 [Homo sapiens],0,194.716,0,47,29,286,28,28,1,795,90.9,7.46,1205,383.45,47,44,136,150,29,28,1,4665.7,3909.7,4681.6,4572.6,4150.5,4839.5,4686.5,4222.8,4900.9,4478.3,4066.4,4735.5,4411.071286726002,3533.1792411837346,4373.1085396844155,4483.697631425488,3825.6824702589224,4596.667087314464,4683.003894346875,3957.4509836473817,4531.20249654882,4478.3,3797.9081272084804,4465.096938532022
False,High,Master Protein,3269209104434095104,2938,NP_001753.1,CCT6A#908#T-complex protein 1 subunit zeta isoform a [Homo sapiens],0,193.951,0,43,19,299,1,19,1,531,58.0,6.68,1944,481.72,43,38,147,152,19,16,0,4433.5,6609.3,7874.3,4491.8,6688.1,7998.8,4164.4,6306.9,7491.6,3887.8,5798.2,7035.6,4191.543508948224,5972.796265379865,7355.4273269901305,4404.4685782349225,6164.6902612549575,7597.442028724236,4161.293378345914,5910.591931601229,6926.474040103887,3887.8,5415.362704893815,6633.858308676147
False,High,Master Protein,3249429330709182976,2932,NP_001091.1,"ACTA1#58#actin, alpha skeletal muscle [Homo sapiens]",0,193.39,0,38,16,1905,0,4,1,377,42.0,5.39,7958,2641.91,38,38,862,1043,16,16,0,4021.1,3488.1,4583.7,4236.8,3578.2,4746.5,5034.0,4206.4,5455.5,5107.9,4111.3,5647.2,3801.650074169777,3152.1811164981928,4281.6596064062405,4154.426393041925,3298.170585491019,4508.333573703503,5030.244661078026,3942.081514069893,5043.966459205878,5107.9,3839.8435184419204,5324.737711176863
False,High,Master Protein,-2770447616449315328,1504,NP_057212.1,COPG1#22820#coatomer subunit gamma-1 [Homo sapiens],0,193.057,0,48,28,233,13,25,1,874,97.7,5.47,1211,367.48,48,48,113,120,28,28,3,2756.5,2774.9,3691.9,2609.9,2680.7,3744.7,2478.1,2518.1,3496.4,2556.2,2508.2,3477.7,2606.0651138864964,2507.6653135434294,3448.624277524969,2559.1572515106022,2470.9088056916257,3556.801165795325,2476.2513497452237,2359.869594089815,3232.650412971759,2556.2,2342.591275984731,3279.118915242913
False,High,Master Protein,-5903683586191117312,760,NP_002799.3,PSMD2#5708#26S proteasome non-ATPase regulatory subunit 2 isoform 1 [Homo sapiens],0,192.97,0,36,24,191,2,24,1,908,100.1,5.2,1139,336.57,36,35,92,99,24,23,0,3814.8,2651.9,2939.3,3950.8,2758.2,3107.3,3701.5,2644.8,3027.9,3631.0,2577.8,2933.6,3606.6088142405974,2396.5107373187575,2745.6164411086816,3873.986922590171,2542.3436668999298,2951.3841596057932,3698.7386994398717,2478.6081182037024,2799.4915299843237,3631.0,2407.595802261957,2766.087715949222
False,High,Master Protein,4445993330794884096,3240,NP_003671.1,"YARS1#8565#tyrosine--tRNA ligase, cytoplasmic [Homo sapiens]",0,192.201,0,61,29,281,13,29,1,528,59.1,7.05,1140,399.91,61,56,139,142,29,26,0,5654.1,5405.5,5310.6,6100.1,5748.7,5462.7,5958.7,5562.7,5316.7,5298.9,5028.4,4758.4,5345.529751650876,4884.927331564743,4960.660930205071,5981.499348610992,5298.807569395848,5188.596610780602,5954.254839484631,5213.155391383747,4915.636783733827,5298.9,4696.390228913811,4486.689319461678
False,High,Master Protein,-2326963864063356928,1607,NP_036450.1,LETM1#3954#mitochondrial proton/calcium exchanger protein precursor [Homo sapiens],0,191.286,0,34,20,217,0,20,1,739,83.3,6.7,1417,367.61,34,26,116,101,19,16,0,4019.6,4178.4,4369.1,4072.4,4211.2,4220.2,4618.2,4763.1,5021.6,4911.7,5011.6,5335.3,3800.2319360704373,3776.002286968851,4081.2005555227233,3993.222725411616,3881.6320970375555,4008.4418724836246,4614.754845806623,4463.800033203288,4642.797538547931,4911.7,4680.699481191723,5030.647597117495
False,High,Master Protein,3811173603693887488,3069,NP_000393.4,G6PD#2539#glucose-6-phosphate 1-dehydrogenase isoform a [Homo sapiens],0,190.751,0,60,28,219,0,28,1,545,62.4,8.05,731,313.88,60,55,104,115,28,26,0,4063.1,4530.4,5440.7,4407.6,4746.2,5642.9,4247.4,4671.3,5479.2,3895.4,4169.6,5006.5,3841.357940951287,4094.103188034578,5082.188062171266,4321.905629241784,4374.76307441101,5359.754666185926,4244.231460759397,4377.768490080519,5065.878658836192,3895.4,3894.294148929884,4720.622494511787
False,High,Master Protein,3114131480513419264,2905,NP_000998.1,"RPS4X#6191#40S ribosomal protein S4, X isoform [Homo sapiens]",0,189.596,0,67,22,604,13,22,1,263,29.6,10.15,3137,909.61,67,63,290,314,22,20,0,13623.1,12328.6,13153.9,13910.3,12854.0,13536.5,13274.7,12358.4,12908.3,12576.9,11641.3,12167.4,12879.624760742654,11141.303320678771,12287.130985166361,13639.85023015745,11848.047818987638,12857.275344029806,13264.797139930964,11581.832489416453,11934.567362362246,12576.9,10872.66080102107,11472.626014126181
